type	publication_id	year	journal	title	authors	publish_date	citation_count	citation_count_category	relative_citation_ratio	rcr_range	nih_percentile	doi	project.queried_project_id
publication	35043110	2022	bioRxiv	Shift of lung macrophage composition is associated with COVID-19 disease severity and recovery.	Steven T Chen, Matthew D Park, Diane Marie Del Valle, Mark Buckup, Alexandra Tabachnikova, Nicole W Simons, Konstantinos Mouskas, Brian Lee, Daniel Geanon, Darwin D'Souza, Travis Dawson, Robert Marvin, Kai Nie, Ryan C Thompson, Zhen Zhao, Jessica LeBerichel, Christie Chang, Hajra Jamal, Udit Chaddha, Kusum Mathews, Samuel Acquah, Stacey-Ann Brown, Michelle Reiss, Timothy Harkin, Marc Feldmann, Charles A Powell, Jaime L Hook, Seunghee Kim-Schulze, Adeeb H Rahman, Brian D Brown, Noam D Beckmann, Sacha Gnjatic, Ephraim Kenigsberg, Alexander W Charney, Miriam Merad	12-Jan-2022	0	<=4		N/A		10.1101/2022.01.11.475918	U01DK124165
publication	35043110	2022	bioRxiv	Shift of lung macrophage composition is associated with COVID-19 disease severity and recovery.	Steven T Chen, Matthew D Park, Diane Marie Del Valle, Mark Buckup, Alexandra Tabachnikova, Nicole W Simons, Konstantinos Mouskas, Brian Lee, Daniel Geanon, Darwin D'Souza, Travis Dawson, Robert Marvin, Kai Nie, Ryan C Thompson, Zhen Zhao, Jessica LeBerichel, Christie Chang, Hajra Jamal, Udit Chaddha, Kusum Mathews, Samuel Acquah, Stacey-Ann Brown, Michelle Reiss, Timothy Harkin, Marc Feldmann, Charles A Powell, Jaime L Hook, Seunghee Kim-Schulze, Adeeb H Rahman, Brian D Brown, Noam D Beckmann, Sacha Gnjatic, Ephraim Kenigsberg, Alexander W Charney, Miriam Merad	12-Jan-2022	0	<=4		N/A		10.1101/2022.01.11.475918	U24CA224319
publication	35044081	2022	Pediatr Blood Cancer	Implementation science in pediatric oncology: A narrative review and future directions.	Charles A Phillips, Lamia P Barakat, Brad H Pollock, L Charles Bailey, Rinad S Beidas	1-Apr-2022	0	<=4		N/A		10.1002/pbc.29579	P50CA244690
publication	35045690	2022	Haematologica	Comprehensive genomic analysis of refractory multiple myeloma reveals a complex mutational landscape associated with drug resistance and novel therapeutic vulnerabilities.	Nicola Giesen, Nagarajan Paramasivam, Umut H Toprak, Daniel Huebschmann, Jing Xu, Sebastian Uhrig, Mehmet Samur, Stella Bähr, Martina Fröhlich, Sadaf S Mughal, Elias K Mai, Anna Jauch, Carsten Müller-Tidow, Benedikt Brors, Nikhil Munshi, Hartmut Goldschmidt, Niels Weinhold, Matthias Schlesner, Marc S Raab	20-Jan-2022	0	<=4		N/A		10.3324/haematol.2021.279360	P01CA155258
publication	35046946	2022	Front Immunol	Natural Barcodes for Longitudinal Single Cell Tracking of Leukemic and Immune Cell Dynamics.	Livius Penter, Satyen H Gohil, Catherine J Wu	3-Jan-2022	0	<=4		N/A		10.3389/fimmu.2021.788891	U24CA224331
publication	35048125	2022	Brief Bioinform	Comprehensive evaluation of noise reduction methods for single-cell RNA sequencing data.	Shih-Kai Chu, Shilin Zhao, Yu Shyr, Qi Liu	10-Mar-2022	0	<=4		N/A		10.1093/bib/bbab565	U2CCA233291
publication	35055453	2022	Int J Environ Res Public Health	Place Is Power: Investing in Communities as a Systemic Leverage Point to Reduce Breast Cancer Disparities by Race.	Matthew Jay Lyons, Senaida Fernandez Poole, Ross C Brownson, Rodney Lyn	6-Jan-2022	0	<=4		N/A		10.3390/ijerph19020632	P50CA244431
publication	35058328	2022	J Immunother Cancer	Checkpoint blockade-induced CD8+ T cell differentiation in head and neck cancer responders.	Liye Zhou, Zexian Zeng, Ann Marie Egloff, Fan Zhang, Fei Guo, Katie M Campbell, Peter Du, Jingxin Fu, Paul Zolkind, Xiaojing Ma, Zhe Zhang, Yi Zhang, Xiaoqing Wang, Shengqing Gu, Rachel Riley, Yasutaka Nakahori, Joshua Keegan, Robert Haddad, Jonathan D Schoenfeld, Obi Griffith, Robert T Manguso, James A Lederer, X Shirley Liu, Ravindra Uppaluri	1-Jan-2022	0	<=4		N/A		10.1136/jitc-2021-004034	U01DE029188
publication	35058328	2022	J Immunother Cancer	Checkpoint blockade-induced CD8+ T cell differentiation in head and neck cancer responders.	Liye Zhou, Zexian Zeng, Ann Marie Egloff, Fan Zhang, Fei Guo, Katie M Campbell, Peter Du, Jingxin Fu, Paul Zolkind, Xiaojing Ma, Zhe Zhang, Yi Zhang, Xiaoqing Wang, Shengqing Gu, Rachel Riley, Yasutaka Nakahori, Joshua Keegan, Robert Haddad, Jonathan D Schoenfeld, Obi Griffith, Robert T Manguso, James A Lederer, X Shirley Liu, Ravindra Uppaluri	1-Jan-2022	0	<=4		N/A		10.1136/jitc-2021-004034	U01CA209936
publication	35063072	2022	Cell	Transition to invasive breast cancer is associated with progressive changes in the structure and composition of tumor stroma.	Tyler Risom, David R Glass, Inna Averbukh, Candace C Liu, Alex Baranski, Adam Kagel, Erin F McCaffrey, Noah F Greenwald, Belén Rivero-Gutiérrez, Siri H Strand, Sushama Varma, Alex Kong, Leeat Keren, Sucheta Srivastava, Chunfang Zhu, Zumana Khair, Deborah J Veis, Katherine Deschryver, Sujay Vennam, Carlo Maley, E Shelley Hwang, Jeffrey R Marks, Sean C Bendall, Graham A Colditz, Robert B West, Michael Angelo	20-Jan-2022	0	<=4		N/A		10.1016/j.cell.2021.12.023	U2CCA233254
publication	35063072	2022	Cell	Transition to invasive breast cancer is associated with progressive changes in the structure and composition of tumor stroma.	Tyler Risom, David R Glass, Inna Averbukh, Candace C Liu, Alex Baranski, Adam Kagel, Erin F McCaffrey, Noah F Greenwald, Belén Rivero-Gutiérrez, Siri H Strand, Sushama Varma, Alex Kong, Leeat Keren, Sucheta Srivastava, Chunfang Zhu, Zumana Khair, Deborah J Veis, Katherine Deschryver, Sujay Vennam, Carlo Maley, E Shelley Hwang, Jeffrey R Marks, Sean C Bendall, Graham A Colditz, Robert B West, Michael Angelo	20-Jan-2022	0	<=4		N/A		10.1016/j.cell.2021.12.023	U24CA224309
publication	35063793	2022	Environ Int	Outdoor ambient air pollution and breast cancer survival among California participants of the Multiethnic Cohort Study.	Iona Cheng, Juan Yang, Chiuchen Tseng, Jun Wu, Shannon M Conroy, Salma Shariff-Marco, Scarlett Lin Gomez, Alice S Whittemore, Daniel O Stram, Loïc Le Marchand, Lynne R Wilkens, Beate Ritz, Anna H Wu	1-Mar-2022	0	<=4		N/A		10.1016/j.envint.2022.107088	U01CA164973
publication	35072375	2022	Cancer J	Menin Inhibitors in Acute Myeloid Leukemia-What Does the Future Hold?	Mahesh Swaminathan, Wallace Bourgeois, Scott A Armstrong, Eunice S Wang	1-Feb-2022	0	<=4		N/A		10.1097/PPO.0000000000000571	R01CA176745
publication	35072744	2022	Cancer Immunol Immunother	Divergent prognostic effects of pre-existing and treatment-emergent thyroid dysfunction in patients treated with immune checkpoint inhibitors.	Mitchell S von Itzstein, Amrit S Gonugunta, Yiqing Wang, Thomas Sheffield, Rong Lu, Sadia Ali, Farjana J Fattah, Donglu Xie, Jennifer Cai, Yang Xie, David E Gerber	24-Jan-2022	0	<=4		N/A		10.1007/s00262-022-03151-2	U01AI156189
publication	35074047	2022	Elife	Disease consequences of higher adiposity uncoupled from its adverse metabolic effects using Mendelian randomisation.	Susan Martin, Jessica Tyrrell, E Louise Thomas, Matthew J Bown, Andrew R Wood, Robin N Beaumont, Lam C Tsoi, Philip E Stuart, James T Elder, Philip Law, Richard Houlston, Christopher Kabrhel, Nikos Papadimitriou, Marc J Gunter, Caroline J Bull, Joshua A Bell, Emma E Vincent, Naveed Sattar, Malcolm G Dunlop, Ian Pm Tomlinson, Jimmy D Bell, Timothy M Frayling, Hanieh Yaghootkar	25-Jan-2022	0	<=4		N/A		10.7554/eLife.72452	U01CA164973
publication	35075200	2022	Sci Rep	Combined MEK/MDM2 inhibition demonstrates antitumor efficacy in TP53 wild-type thyroid and colorectal cancers with MAPK alterations.	Seyed Pairawan, Argun Akcakanat, Scott Kopetz, Coya Tapia, Xiaofeng Zheng, Huiqin Chen, Min Jin Ha, Yasmeen Rizvi, Vijaykumar Holla, Jing Wang, Kurt W Evans, Ming Zhao, Naifa Busaidy, Bingliang Fang, Jack A Roth, Ecaterina Ileana Dumbrava, Funda Meric-Bernstam	24-Jan-2022	0	<=4		N/A		10.1038/s41598-022-05193-z	U54CA224065
publication	35078224	2022	Blood Adv	Associating Drug Sensitivity with Differentiation Status Identifies Effective Combinations for Acute Myeloid Leukemia.	Stephen E Kurtz, Christopher A Eide, Andy Kaempf, Nicola Long, Daniel Bottomly, Olga Nikolova, Brian J Druker, Shannon K McWeeney, Bill H Chang, Jeffrey W Tyner, Anupriya Agarwal	25-Jan-2022	0	<=4		N/A		10.1182/bloodadvances.2021006307	R01CA229875
publication	35081345	2022	Cell Rep	Endothelial p130cas confers resistance to anti-angiogenesis therapy.	Yunfei Wen, Anca Chelariu-Raicu, Sujanitha Umamaheswaran, Alpa M Nick, Elaine Stur, Pahul Hanjra, Dahai Jiang, Nicholas B Jennings, Xiuhui Chen, Sara Corvigno, Deanna Glassman, Gabriel Lopez-Berestein, Jinsong Liu, Mien-Chie Hung, Anil K Sood	25-Jan-2022	0	<=4		N/A		10.1016/j.celrep.2022.110301	P50CA098258
publication	35083502	2022	Cancer Chemother Pharmacol	The effects of pazopanib on doxorubicin pharmacokinetics in children and adults with non-rhabdomyosarcoma soft tissue sarcoma: a report from Children's Oncology Group and NRG Oncology study ARST1321.	J Gartrell, J C Panetta, S D Baker, Y L Chen, D S Hawkins, A Ostrenga, T J Scharschmidt, S L Spunt, D Wang, A R Weiss	1-Apr-2022	0	<=4		N/A		10.1007/s00280-022-04397-4	U24CA180803
publication	35084791	2022	Cytometry A	MIRIAM: A machine and deep learning single-cell segmentation and quantification pipeline for multi-dimensional tissue images.	Eliot T McKinley, Justin Shao, Samuel T Ellis, Cody N Heiser, Joseph T Roland, Mary C Macedonia, Paige N Vega, Susie Shin, Robert J Coffey, Ken S Lau	27-Jan-2022	0	<=4		N/A		10.1002/cyto.a.24541	U2CCA233291
publication	35086958	2022	Mol Cancer Ther	Microneedle-mediated intratumoral delivery of anti-CTLA-4 promotes cDC1-dependent eradication of oral squamous cell carcinoma with limited irAEs.	Mara Gilardi, Robert Saddawi-Konefka, Victoria H Wu, Miguel Angel Lopez-Ramirez, Zhiyong Wang, Fernando Soto, Dana J Ramms, Marco Proietto, Zbigniew Mikulski, Haruka Miki, Andrew B Sharabi, Daniel Kupor, Ricardo Rueda, Daniel Hollern, Joseph Wang, J Silvio Gutkind	1-Apr-2022	0	<=4		N/A		10.1158/1535-7163.MCT-21-0234	U01DE028227
publication	35101231	2022	Adv Cancer Res	Inhibition of SHP2 as an approach to block RAS-driven cancers.	Yu-Ting Chou, Trever G Bivona	31-Dec-2021	0	<=4		N/A		10.1016/bs.acr.2021.07.002	U54CA224081
publication	35101945	2022	J Immunother Cancer	Generation of cDC-like cells from human induced pluripotent stem cells via Notch signaling.	Kenichi Makino, Mark D Long, Ryutaro Kajihara, Satoko Matsueda, Takaaki Oba, Kazunori Kanehira, Song Liu, Fumito Ito	1-Jan-2022	0	<=4		N/A		10.1136/jitc-2021-003827	U24CA232979
publication	35105711	2022	J Rheumatol	Modifiable Factors and Incident Gout across Ethnicity within a Large Multiethnic Cohort of Older Adults.	Mika D Thompson, Yan Yan Wu, Robert V Cooney, Lynne R Wilkens, Christopher A Haiman, Catherine M Pirkle	1-Feb-2022	0	<=4		N/A		10.3899/jrheum.210394	U01CA164973
publication	35105718	2022	Clin Cancer Res	Immune Activity and Response Differences of Oncolytic Viral Therapy in Recurrent Glioblastoma: Gene Expression Analyses of a Phase IB Study.	Katherine E Miller, Kevin A Cassady, Justin C Roth, Jennifer Clements, Kathleen M Schieffer, Kristen Leraas, Anthony R Miller, Nripesh Prasad, Jianmei W Leavenworth, Inmaculada B Aban, Richard J Whitley, G Yancey Gillespie, Elaine R Mardis, James M Markert	1-Feb-2022	0	<=4		N/A		10.1158/1078-0432.CCR-21-2636	U54CA232561
publication	35110735	2022	Nature	Decade-long leukaemia remissions with persistence of CD4+ CAR T cells.	J Joseph Melenhorst, Gregory M Chen, Meng Wang, David L Porter, Changya Chen, McKensie A Collins, Peng Gao, Shovik Bandyopadhyay, Hongxing Sun, Ziran Zhao, Stefan Lundh, Iulian Pruteanu-Malinici, Christopher L Nobles, Sayantan Maji, Noelle V Frey, Saar I Gill, Lifeng Tian, Irina Kulikovskaya, Minnal Gupta, David E Ambrose, Megan M Davis, Joseph A Fraietta, Jennifer L Brogdon, Regina M Young, Anne Chew, Bruce L Levine, Donald L Siegel, Cécile Alanio, E John Wherry, Frederic D Bushman, Simon F Lacey, Kai Tan, Carl H June	1-Feb-2022	2	<=4		N/A		10.1038/s41586-021-04390-6	U2CCA233285
publication	35113539	2022	Anal Chem	Electrotransfer of Immunoprobes through Thin-Layer Polyacrylamide Gels.	Andoni P Mourdoukoutas, Amy E Herr	15-Feb-2022	0	<=4		N/A		10.1021/acs.analchem.1c03919	R33CA225296
publication	35115431	2022	Obstet Gynecol	The Changing Landscape of Gynecologic Cancer Mortality in the United States.	Angela N Giaquinto, Russell R Broaddus, Ahmedin Jemal, Rebecca L Siegel	1-Mar-2022	0	<=4		N/A		10.1097/AOG.0000000000004676	P50CA098258
publication	35120601	2022	Cancer Cell	Fungal mycobiome drives IL-33 secretion and type 2 immunity in pancreatic cancer.	Aftab Alam, Eric Levanduski, Parker Denz, Helena Solleiro Villavicencio, Maulasri Bhatta, Lamees Alhorebi, Yali Zhang, Eduardo Cortes Gomez, Brian Morreale, Sharon Senchanthisai, Jun Li, Steven G Turowski, Sandra Sexton, Sheila Jani Sait, Prashant K Singh, Jianmin Wang, Anirban Maitra, Pawel Kalinski, Ronald A DePinho, Huamin Wang, Wenting Liao, Scott I Abrams, Brahm H Segal, Prasenjit Dey	14-Feb-2022	0	<=4		N/A		10.1016/j.ccell.2022.01.003	R01CA188900
publication	35121655	2022	Proc Natl Acad Sci U S A	IKKα-deficient lung adenocarcinomas generate an immunosuppressive microenvironment by overproducing Treg-inducing cytokines.	Na-Young Song, Xin Li, Buyong Ma, Jami Willette-Brown, Feng Zhu, Chengfei Jiang, Ling Su, Jyoti Shetty, Yongmei Zhao, Gongping Shi, Sayantan Banerjee, Xiaolin Wu, Bao Tran, Ruth Nussinov, Michael Karin, Yinling Hu	8-Feb-2022	0	<=4		N/A		10.1073/pnas.2120956119	U01AA027681
publication	35121657	2022	Proc Natl Acad Sci U S A	Epigenetic state determines inflammatory sensing in neuroblastoma.	Adam J Wolpaw, Liron D Grossmann, Jessica L Dessau, May M Dong, Bailey J Aaron, Patricia A Brafford, Darya Volgina, Guillem Pascual-Pasto, Alba Rodriguez-Garcia, Yasin Uzun, Marie Arsenian-Henriksson, Daniel J Powell, Kristopher R Bosse, Andrew Kossenkov, Kai Tan, Michael D Hogarty, John M Maris, Chi V Dang	8-Feb-2022	0	<=4		N/A		10.1073/pnas.2102358119	U54CA232568
publication	35121878	2021	Nat Cancer	Integrating molecular profiles into clinical frameworks through the Molecular Oncology Almanac to prospectively guide precision oncology.	Brendan Reardon, Nathanael D Moore, Nicholas S Moore, Eric Kofman, Saud H AlDubayan, Alexander T M Cheung, Jake Conway, Haitham Elmarakeby, Alma Imamovic, Sophia C Kamran, Tanya Keenan, Daniel Keliher, David J Konieczkowski, David Liu, Kent W Mouw, Jihye Park, Natalie I Vokes, Felix Dietlein, Eliezer M Van Allen	1-Oct-2021	0	<=4		N/A		10.1038/s43018-021-00243-3	U2CCA252974
publication	35121878	2021	Nat Cancer	Integrating molecular profiles into clinical frameworks through the Molecular Oncology Almanac to prospectively guide precision oncology.	Brendan Reardon, Nathanael D Moore, Nicholas S Moore, Eric Kofman, Saud H AlDubayan, Alexander T M Cheung, Jake Conway, Haitham Elmarakeby, Alma Imamovic, Sophia C Kamran, Tanya Keenan, Daniel Keliher, David J Konieczkowski, David Liu, Kent W Mouw, Jihye Park, Natalie I Vokes, Felix Dietlein, Eliezer M Van Allen	1-Oct-2021	0	<=4		N/A		10.1038/s43018-021-00243-3	U01CA233100
publication	35121907	2021	Nat Cancer	The Cancer Surfaceome Atlas integrates genomic, functional and drug response data to identify actionable targets.	Zhongyi Hu, Jiao Yuan, Meixiao Long, Junjie Jiang, Youyou Zhang, Tianli Zhang, Mu Xu, Yi Fan, Janos L Tanyi, Kathleen T Montone, Omid Tavana, Ho Man Chan, Xiaowen Hu, Robert H Vonderheide, Lin Zhang	1-Dec-2021	0	<=4		N/A		10.1038/s43018-021-00282-w	P01CA210944
publication	35125330	2022	Trends Cancer	Diversifying preclinical research tools: expanding patient-derived models to address cancer health disparities.	Nicole B Halmai, Luis G Carvajal-Carmona	1-Apr-2022	0	<=4		N/A		10.1016/j.trecan.2022.01.007	U54CA233306
publication	35128348	2022	iScience	Combined assessment of MHC binding and antigen abundance improves T cell epitope predictions.	Zeynep Koşaloğlu-Yalçın, Jenny Lee, Jason Greenbaum, Stephen P Schoenberger, Aaron Miller, Young J Kim, Alessandro Sette, Morten Nielsen, Bjoern Peters	18-Feb-2022	0	<=4		N/A		10.1016/j.isci.2022.103850	U01DE028227
publication	35128543	2022	Front Health Serv	Operationalizing a Rideshare Intervention for Colonoscopy Completion: Barriers, Facilitators, and Process Recommendations.	Ari Bell-Brown, Lisa Chew, Bryan J Weiner, Lisa Strate, Bryan Balmadrid, Cara C Lewis, Peggy Hannon, John M Inadomi, Scott D Ramsey, Rachel B Issaka	1-Jan-2022	0	<=4		N/A		10.3389/frhs.2021.799816	P50CA244432
publication	35130135	2022	Am J Respir Crit Care Med	Piecing Together the Puzzle of 17q12-q21 Genetics, Immune Responses, and Wheeze.	James E Gern	15-Mar-2022	0	<=4		N/A		10.1164/rccm.202201-0023ED	UH3CA233314
publication	35130135	2022	Am J Respir Crit Care Med	Piecing Together the Puzzle of 17q12-q21 Genetics, Immune Responses, and Wheeze.	James E Gern	15-Mar-2022	0	<=4		N/A		10.1164/rccm.202201-0023ED	UH3CA244298
publication	35130135	2022	Am J Respir Crit Care Med	Piecing Together the Puzzle of 17q12-q21 Genetics, Immune Responses, and Wheeze.	James E Gern	15-Mar-2022	0	<=4		N/A		10.1164/rccm.202201-0023ED	UH3CA233251
publication	35130135	2022	Am J Respir Crit Care Med	Piecing Together the Puzzle of 17q12-q21 Genetics, Immune Responses, and Wheeze.	James E Gern	15-Mar-2022	0	<=4		N/A		10.1164/rccm.202201-0023ED	UH3CA233229
publication	35130135	2022	Am J Respir Crit Care Med	Piecing Together the Puzzle of 17q12-q21 Genetics, Immune Responses, and Wheeze.	James E Gern	15-Mar-2022	0	<=4		N/A		10.1164/rccm.202201-0023ED	UH3CA233282
publication	35130135	2022	Am J Respir Crit Care Med	Piecing Together the Puzzle of 17q12-q21 Genetics, Immune Responses, and Wheeze.	James E Gern	15-Mar-2022	0	<=4		N/A		10.1164/rccm.202201-0023ED	UH3CA202663
publication	35130816	2022	Expert Opin Biol Ther	Immune checkpoint inhibitors for the treatment of melanoma.	Francesco Sabbatino, Luigi Liguori, Stefano Pepe, Soldano Ferrone	13-Feb-2022	0	<=4		N/A		10.1080/14712598.2022.2038132	R01CA230275
publication	35134186	2022	J Infect Dis	Cytomegalovirus latent infection is associated with an increased risk of COVID-19-related hospitalization.	Cécile Alanio, Anurag Verma, Divij Mathew, Sigrid Gouma, Guanxiang Liang, Thomas Dunn, Derek A Oldridge, Jo Ellen Weaver, Leticia Kuri-Cervantes, M Betina Pampena, Michael R Betts, Ronald G Collman, Frederic D Bushman, Nuala J Meyer, Scott E Hensley, Daniel Rader, E John Wherry	2-Feb-2022	0	<=4		N/A		10.1093/infdis/jiac020	P01CA210944
publication	35138907	2022	Sci Adv	A functional genomic approach to actionable gene fusions for precision oncology.	Jun Li, Hengyu Lu, Patrick Kwok-Shing Ng, Angeliki Pantazi, Carman Ka Man Ip, Kang Jin Jeong, Bianca Amador, Richard Tran, Yiu Huen Tsang, Lixing Yang, Xingzhi Song, Turgut Dogruluk, Xiaojia Ren, Angela Hadjipanayis, Christopher A Bristow, Semin Lee, Melanie Kucherlapati, Michael Parfenov, Jiabin Tang, Sahil Seth, Harshad S Mahadeshwar, Kamalika Mojumdar, Dong Zeng, Jianhua Zhang, Alexei Protopopov, Jonathan G Seidman, Chad J Creighton, Yiling Lu, Nidhi Sahni, Kenna R Shaw, Funda Meric-Bernstam, Andrew Futreal, Lynda Chin, Kenneth L Scott, Raju Kucherlapati, Gordon B Mills, Han Liang	11-Feb-2022	0	<=4		N/A		10.1126/sciadv.abm2382	U24CA209851
publication	35138907	2022	Sci Adv	A functional genomic approach to actionable gene fusions for precision oncology.	Jun Li, Hengyu Lu, Patrick Kwok-Shing Ng, Angeliki Pantazi, Carman Ka Man Ip, Kang Jin Jeong, Bianca Amador, Richard Tran, Yiu Huen Tsang, Lixing Yang, Xingzhi Song, Turgut Dogruluk, Xiaojia Ren, Angela Hadjipanayis, Christopher A Bristow, Semin Lee, Melanie Kucherlapati, Michael Parfenov, Jiabin Tang, Sahil Seth, Harshad S Mahadeshwar, Kamalika Mojumdar, Dong Zeng, Jianhua Zhang, Alexei Protopopov, Jonathan G Seidman, Chad J Creighton, Yiling Lu, Nidhi Sahni, Kenna R Shaw, Funda Meric-Bernstam, Andrew Futreal, Lynda Chin, Kenneth L Scott, Raju Kucherlapati, Gordon B Mills, Han Liang	11-Feb-2022	0	<=4		N/A		10.1126/sciadv.abm2382	P50CA098258
publication	35139348	2022	Immunity	Immune sensing of microbial metabolites: Action at the tumor.	Timothy L Frankel, Marina Pasca di Magliano	8-Feb-2022	0	<=4		N/A		10.1016/j.immuni.2022.01.009	U01CA224145
