type	publication_id	pmc_id	year	journal	title	authors	publish_date	citation_count	relative_citation_ratio	rcr_range	nih_percentile	doi	project.project_id
publication	34301922	PMC8302763	2021	Nat Commun	Identification of 22 susceptibility loci associated with testicular germ cell tumors.	"John Pluta, Louise C Pyle, Kevin T Nead, Rona Wilf, Mingyao Li, Nandita Mitra, Benita Weathers, Kurt D'Andrea, Kristian Almstrup, Lynn Anson-Cartwright, Javier Benitez, Christopher D Brown, Stephen Chanock, Chu Chen, Victoria K Cortessis, Alberto Ferlin, Carlo Foresta, Marija Gamulin, Jourik A Gietema, Chiara Grasso, Mark H Greene, Tom Grotmol, Robert J Hamilton, Trine B Haugen, Russ Hauser, Michelle A T Hildebrandt, Matthew E Johnson, Robert Karlsson, Lambertus A Kiemeney, Davor Lessel, Ragnhild A Lothe, Jennifer T Loud, Chey Loveday, Paloma Martin-Gimeno, Coby Meijer, Jérémie Nsengimana, David I Quinn, Thorunn Rafnar, Shweta Ramdas, Lorenzo Richiardi, Rolf I Skotheim, Kari Stefansson, Clare Turnbull, David J Vaughn, Fredrik Wiklund, Xifeng Wu, Daphne Yang, Tongzhang Zheng, Andrew D Wells, Struan F A Grant, Ewa Rajpert-De Meyts, Stephen M Schwartz, D Timothy Bishop, Katherine A McGlynn, Peter A Kanetsky, Katherine L Nathanson"		0		N/A		10.1038/s41467-021-24334-y	3P30CA016520-44S6
publication	34304249	PMC8445818	2021	Oncogene	Targeting mTOR signaling overcomes acquired resistance to combined BRAF and MEK inhibition in BRAF-mutant melanoma.	"Beike Wang, Wei Zhang, Gao Zhang, Lawrence Kwong, Hezhe Lu, Jiufeng Tan, Norah Sadek, Min Xiao, Jie Zhang, Marilyne Labrie, Sergio Randell, Aurelie Beroard, Eric Sugarman, Vito W Rebecca, Zhi Wei, Yiling Lu, Gordon B Mills, Jeffrey Field, Jessie Villanueva, Xiaowei Xu, Meenhard Herlyn, Wei Guo"		0		N/A		10.1038/s41388-021-01911-5	1U54CA224070-01
publication	34312556	PMC8363505	2021	Nat Med	CAR T cells with dual targeting of CD19 and CD22 in adult patients with recurrent or refractory B cell malignancies: a phase 1 trial.	"Jay Y Spiegel, Shabnum Patel, Lori Muffly, Nasheed M Hossain, Jean Oak, John H Baird, Matthew J Frank, Parveen Shiraz, Bita Sahaf, Juliana Craig, Maria Iglesias, Sheren Younes, Yasodha Natkunam, Michael G Ozawa, Eric Yang, John Tamaresis, Harshini Chinnasamy, Zach Ehlinger, Warren Reynolds, Rachel Lynn, Maria Caterina Rotiroti, Nikolaos Gkitsas, Sally Arai, Laura Johnston, Robert Lowsky, Robbie G Majzner, Everett Meyer, Robert S Negrin, Andrew R Rezvani, Surbhi Sidana, Judith Shizuru, Wen-Kai Weng, Chelsea Mullins, Allison Jacob, Ilan Kirsch, Magali Bazzano, Jing Zhou, Sean Mackay, Scott J Bornheimer, Liora Schultz, Sneha Ramakrishna, Kara L Davis, Katherine A Kong, Nirali N Shah, Haiying Qin, Terry Fry, Steven Feldman, Crystal L Mackall, David B Miklos"		0		N/A		10.1038/s41591-021-01436-0	1U54CA232568-01
publication	34312968		2021	Mol Oncol	VprBP directs epigenetic gene silencing through histone H2A phosphorylation in colon cancer.	"Nikhil Baban Ghate, Sangnam Kim, Erin Spiller, Sungmin Kim, Yonghwan Shin, Suhn K Rhie, Goar Smbatyan, Heinz-Josef Lenz, Shannon M Mumenthaler, Woojin An"		0		N/A		10.1002/1878-0261.13068	3P30CA014089-45S6
publication	34314438	PMC8315538	2021	PLoS One	Single-cell immunoblotting resolves estrogen receptor-α isoforms in breast cancer.	"John J Kim, Wenchuan Liang, Chi-Chih Kang, Mark D Pegram, Amy E Herr"		0		N/A		10.1371/journal.pone.0254783	1R33CA225296-01
publication	34314577	PMC8440442	2021	Mol Oral Microbiol	Post-translational modification of Streptococcus sanguinis SpxB influences protein solubility and H<sub>2</sub> O<sub>2</sub> production.	"Rong Mu, David Anderson, Justin Merritt, Hui Wu, Jens Kreth"		0		N/A		10.1111/omi.12348	3P30CA069533-22S5
publication	34314700		2021	Mol Cell	Solenoid architecture of HUWE1 contributes to ligase activity and substrate recognition.	"Moritz Hunkeler, Cyrus Y Jin, Michelle W Ma, Julie K Monda, Daan Overwijn, Eric J Bennett, Eric S Fischer"		0		N/A		10.1016/j.molcel.2021.06.032	1U54CA231637-01
publication	34316014	PMC8316348	2021	NPJ Precis Oncol	Inter-eye genomic heterogeneity in bilateral retinoblastoma via aqueous humor liquid biopsy.	"Elyssa Y Wong, Liya Xu, Lishuang Shen, Mary E Kim, Ashley Polski, Rishvanth K Prabakar, Rachana Shah, Rima Jubran, Jonathan W Kim, Jaclyn A Biegel, Xiaowu Gai, Peter Kuhn, James Hicks, Jesse L Berry"		0		N/A		10.1038/s41698-021-00212-0	3P30CA014089-45S6
publication	34320363	PMC8350598	2021	Cell Rep	SMAD4 represses FOSL1 expression and pancreatic cancer metastatic colonization.	"Chao Dai, Jonathan P Rennhack, Taylor E Arnoff, Maneesha Thaker, Scott T Younger, John G Doench, August Yue Huang, Annan Yang, Andrew J Aguirre, Belinda Wang, Evan Mun, Joyce T O'Connell, Ying Huang, Katherine Labella, Jessica A Talamas, Ji Li, Nina Ilic, Justin Hwang, Andrew L Hong, Andrew O Giacomelli, Ole Gjoerup, David E Root, William C Hahn"		0		N/A		10.1016/j.celrep.2021.109443	1U01CA224146-01
publication	34320420	PMC8411329	2021	Lung Cancer	Comparative effectiveness of second-line immune checkpoint inhibitor therapy versus chemotherapy for malignant pleural mesothelioma.	"Roger Y Kim, Yimei Li, Melina E Marmarelis, Anil Vachani"		0		N/A		10.1016/j.lungcan.2021.06.017	3P30CA016520-44S5
publication	34320420	PMC8411329	2021	Lung Cancer	Comparative effectiveness of second-line immune checkpoint inhibitor therapy versus chemotherapy for malignant pleural mesothelioma.	"Roger Y Kim, Yimei Li, Melina E Marmarelis, Anil Vachani"		0		N/A		10.1016/j.lungcan.2021.06.017	3P30CA016520-44S6
publication	34321211	PMC8318370	2021	Sci Adv	Regulation of telomere homeostasis and genomic stability in cancer by N 6-adenosine methylation (m6A).	"Ji Hoon Lee, Juyeong Hong, Zhao Zhang, Bárbara de la Peña Avalos, Cecilia J Proietti, Agustina Roldán Deamicis, Pablo Guzmán G, Hung-Ming Lam, Jose Garcia, Martine P Roudier, Anthony E Sisk, Richard De La Rosa, Kevin Vu, Mei Yang, Yiji Liao, Jessica Scheirer, Douglas Pechacek, Pooja Yadav, Manjeet K Rao, Siyuan Zheng, Teresa L Johnson-Pais, Robin J Leach, Patricia V Elizalde, Eloïse Dray, Kexin Xu"		0		N/A		10.1126/sciadv.abg7073	3P30CA054174-25S2
publication	34321211	PMC8318370	2021	Sci Adv	Regulation of telomere homeostasis and genomic stability in cancer by N 6-adenosine methylation (m6A).	"Ji Hoon Lee, Juyeong Hong, Zhao Zhang, Bárbara de la Peña Avalos, Cecilia J Proietti, Agustina Roldán Deamicis, Pablo Guzmán G, Hung-Ming Lam, Jose Garcia, Martine P Roudier, Anthony E Sisk, Richard De La Rosa, Kevin Vu, Mei Yang, Yiji Liao, Jessica Scheirer, Douglas Pechacek, Pooja Yadav, Manjeet K Rao, Siyuan Zheng, Teresa L Johnson-Pais, Robin J Leach, Patricia V Elizalde, Eloïse Dray, Kexin Xu"		0		N/A		10.1126/sciadv.abg7073	3P30CA054174-25S1
publication	34323541	PMC8344071	2021	Health Psychol	Perceived discrimination and smoking lapse among Mexican Americans: An ecological momentary assessment study.	"Christine Vinci, Christopher Cambron, Cho Lam, David W Wetter"		0		N/A		10.1037/hea0001093	3P30CA042014-31S5
publication	34328530		2021	Eur J Nucl Med Mol Imaging	Co-clinical FDG-PET radiomic signature in predicting response to neoadjuvant chemotherapy in triple-negative breast cancer.	"Sudipta Roy, Timothy D Whitehead, Shunqiang Li, Foluso O Ademuyiwa, Richard L Wahl, Farrokh Dehdashti, Kooresh I Shoghi"		0		N/A		10.1007/s00259-021-05489-8	1U2CCA233303-01
publication	34329586	PMC8443273	2021	Cancer Cell	TRIM8 modulates the EWS/FLI oncoprotein to promote survival in Ewing sarcoma.	"Bo Kyung A Seong, Neekesh V Dharia, Shan Lin, Katherine A Donovan, Shasha Chong, Amanda Robichaud, Amy Conway, Amanda Hamze, Linda Ross, Gabriela Alexe, Biniam Adane, Behnam Nabet, Fleur M Ferguson, Björn Stolte, Emily Jue Wang, Jialin Sun, Xavier Darzacq, Federica Piccioni, Nathanael S Gray, Eric S Fischer, Kimberly Stegmaier"		0		N/A		10.1016/j.ccell.2021.07.003	1U54CA231637-01
publication	34329586	PMC8443273	2021	Cancer Cell	TRIM8 modulates the EWS/FLI oncoprotein to promote survival in Ewing sarcoma.	"Bo Kyung A Seong, Neekesh V Dharia, Shan Lin, Katherine A Donovan, Shasha Chong, Amanda Robichaud, Amy Conway, Amanda Hamze, Linda Ross, Gabriela Alexe, Biniam Adane, Behnam Nabet, Fleur M Ferguson, Björn Stolte, Emily Jue Wang, Jialin Sun, Xavier Darzacq, Federica Piccioni, Nathanael S Gray, Eric S Fischer, Kimberly Stegmaier"		0		N/A		10.1016/j.ccell.2021.07.003	1U54CA231641-01
publication	34329586	PMC8443273	2021	Cancer Cell	TRIM8 modulates the EWS/FLI oncoprotein to promote survival in Ewing sarcoma.	"Bo Kyung A Seong, Neekesh V Dharia, Shan Lin, Katherine A Donovan, Shasha Chong, Amanda Robichaud, Amy Conway, Amanda Hamze, Linda Ross, Gabriela Alexe, Biniam Adane, Behnam Nabet, Fleur M Ferguson, Björn Stolte, Emily Jue Wang, Jialin Sun, Xavier Darzacq, Federica Piccioni, Nathanael S Gray, Eric S Fischer, Kimberly Stegmaier"		0		N/A		10.1016/j.ccell.2021.07.003	3R01CA204915-02S1
publication	34330478		2021	Clin Nutr ESPEN	Feasibility of dietary folic acid reduction intervention for men on active surveillance for prostate cancer.	"Sarah L Ullevig, Dean J Bacich, Jose M Gutierrez, Ashton Balarin, C Austin Lobitz, Denise S O'Keefe, Michael A Liss"		0		N/A		10.1016/j.clnesp.2021.06.004	3P30CA054174-25S2
publication	34330478		2021	Clin Nutr ESPEN	Feasibility of dietary folic acid reduction intervention for men on active surveillance for prostate cancer.	"Sarah L Ullevig, Dean J Bacich, Jose M Gutierrez, Ashton Balarin, C Austin Lobitz, Denise S O'Keefe, Michael A Liss"		0		N/A		10.1016/j.clnesp.2021.06.004	3P30CA054174-25S1
publication	34331899	PMC8410687	2021	Dev Biol	Regulation of male fertility and accessory gland gene expression by the Drosophila HR39 nuclear receptor.	"Sophia A Praggastis, Hyuck-Jin Nam, Geanette Lam, Myron B Child Vi, Dean M Castillo, Carl S Thummel"		0		N/A		10.1016/j.ydbio.2021.07.011	3P30CA042014-31S5
publication	34337560	PMC8324494	2021	Cell Rep Med	A GPC2 antibody-drug conjugate is efficacious against neuroblastoma and small-cell lung cancer via binding a conformational epitope.	"Swetha Raman, Samantha N Buongervino, Maria V Lane, Doncho V Zhelev, Zhongyu Zhu, Hong Cui, Benjamin Martinez, Daniel Martinez, Yanping Wang, Kristen Upton, Khushbu Patel, Komal S Rathi, Carmen T Navia, Daniel B Harmon, Yimei Li, Bruce Pawel, Dimiter S Dimitrov, John M Maris, Jean-Philippe Julien, Kristopher R Bosse"		0		N/A		10.1016/j.xcrm.2021.100344	3P30CA016520-44S5
publication	34337560	PMC8324494	2021	Cell Rep Med	A GPC2 antibody-drug conjugate is efficacious against neuroblastoma and small-cell lung cancer via binding a conformational epitope.	"Swetha Raman, Samantha N Buongervino, Maria V Lane, Doncho V Zhelev, Zhongyu Zhu, Hong Cui, Benjamin Martinez, Daniel Martinez, Yanping Wang, Kristen Upton, Khushbu Patel, Komal S Rathi, Carmen T Navia, Daniel B Harmon, Yimei Li, Bruce Pawel, Dimiter S Dimitrov, John M Maris, Jean-Philippe Julien, Kristopher R Bosse"		0		N/A		10.1016/j.xcrm.2021.100344	3P30CA016520-44S6
publication	34341766	PMC8328062	2021	ArXiv	Bam-readcount -- rapid generation of basepair-resolution sequence metrics.	"Ajay Khanna, David E Larson, Sridhar Nonavinkere Srivatsan, Matthew Mosior, Travis E Abbott, Susanna Kiwala, Timothy J Ley, Eric J Duncavage, Matthew J Walter, Jason R Walker, Obi L Griffith, Malachi Griffith, Christopher A Miller"		0		N/A			3U24CA237719-02S1
publication	34341990		2021	Br J Haematol	Fimepinostat (CUDC-907) in patients with relapsed/refractory diffuse large B cell and high-grade B-cell lymphoma: report of a phase 2 trial and exploratory biomarker analyses.	"Daniel J Landsburg, Stefan K Barta, Radhakrishnan Ramchandren, Connie Batlevi, Swaminathan Iyer, Kevin Kelly, Ivana N Micallef, Sonali M Smith, Don A Stevens, Mariano Alvarez, Andrea Califano, Yao Shen, Gideon Bosker, Jefferson Parker, Raul Soikes, Elizabeth Martinez, Reinhard von Roemeling, Robert E Martell, Yasuhiro Oki"		0		N/A		10.1111/bjh.17730	3P30CA013696-45S1
publication	34342542	PMC8409740	2021	mSystems	Identification of a GrgA-Euo-HrcA Transcriptional Regulatory Network in Chlamydia.	"Wurihan Wurihan, Yi Zou, Alec M Weber, Korri Weldon, Yehong Huang, Xiaofeng Bao, Chengsheng Zhu, Xiang Wu, Yaqun Wang, Zhao Lai, Huizhou Fan"		0		N/A		10.1128/mSystems.00738-21	3P30CA054174-25S2
publication	34342542	PMC8409740	2021	mSystems	Identification of a GrgA-Euo-HrcA Transcriptional Regulatory Network in Chlamydia.	"Wurihan Wurihan, Yi Zou, Alec M Weber, Korri Weldon, Yehong Huang, Xiaofeng Bao, Chengsheng Zhu, Xiang Wu, Yaqun Wang, Zhao Lai, Huizhou Fan"		0		N/A		10.1128/mSystems.00738-21	3P30CA054174-25S1
publication	34342916		2021	Addiction	A longitudinal analysis of smoke-free laws and smoking initiation disparities among young adults in the United States.	"Andrea R Titus, Yanmei Xie, James F Thrasher, David T Levy, Michael R Elliott, Megan E Patrick, Nancy L Fleischer"		0		N/A		10.1111/add.15658	3P30CA046592-31S8
publication	34342916		2021	Addiction	A longitudinal analysis of smoke-free laws and smoking initiation disparities among young adults in the United States.	"Andrea R Titus, Yanmei Xie, James F Thrasher, David T Levy, Michael R Elliott, Megan E Patrick, Nancy L Fleischer"		0		N/A		10.1111/add.15658	3P30CA046592-31S4
publication	34344411	PMC8330022	2021	Implement Sci	"Implementation science issues in understanding, collecting, and using cost estimates: a multi-stakeholder perspective."	"Andria B Eisman, Andrew Quanbeck, Mark Bounthavong, Laura Panattoni, Russell E Glasgow"		0		N/A		10.1186/s13012-021-01143-x	1P50CA244688-01
publication	34344464	PMC8336341	2021	Cancer Metab	Inflammatory metabolic profile of South African patients with prostate cancer.	"Stefano Cacciatore, Martha Wium, Cristina Licari, Aderonke Ajayi-Smith, Lorenzo Masieri, Chanelle Anderson, Azola Samkele Salukazana, Lisa Kaestner, Marco Carini, Giuseppina M Carbone, Carlo V Catapano, Massimo Loda, Towia A Libermann, Luiz F Zerbini"		0		N/A		10.1186/s40170-021-00265-6	3P30CA006516-55S9
publication	34346309	PMC8437436	2021	Elife	Identification of abscission checkpoint bodies as structures that regulate ESCRT factors to control abscission timing.	"Lauren K Williams, Douglas R Mackay, Madeline A Whitney, Genevieve C Couldwell, Wesley I Sundquist, Katharine S Ullman"		0		N/A		10.7554/eLife.63743	3P30CA042014-31S5
publication	34347727	PMC8373701	2021	Pancreas	Survival Outcomes Based on Sequence of Therapy Using FOLFIRINOX and Nab-Paclitaxel + Gemcitabine in Metastatic Pancreatic Ductal Adenocarcinoma.	"Margaret Kelsey Baron, Xuechen Wang, Christopher Nevala-Plagemann, Justin C Moser, Benjamin Haaland, Ignacio Garrido-Laguna"		0		N/A		10.1097/MPA.0000000000001844	3P30CA042014-31S5
publication	34348154	PMC8383154	2021	Cell Rep	Exocyst protein subnetworks integrate Hippo and mTOR signaling to promote virus detection and cancer.	"Aubhishek Zaman, Xiaofeng Wu, Andrew Lemoff, Sivaramakrishna Yadavalli, Jeon Lee, Chensu Wang, Jonathan Cooper, Elizabeth A McMillan, Charles Yeaman, Hamid Mirzaei, Michael A White, Trever G Bivona"		0		N/A		10.1016/j.celrep.2021.109491	1U54CA224081-01
publication	34350656		2021	Hum Mutat	A domain damage index to prioritizing the pathogenicity of missense variants.	"Hua-Chang Chen, Jing Wang, Qi Liu, Yu Shyr"		0		N/A		10.1002/humu.24269	1U2CCA233291-01
publication	34353917	PMC8364185	2021	Proc Natl Acad Sci U S A	Rapid interrogation of cancer cell of origin through CRISPR editing.	"Weiran Feng, Zhen Cao, Pei Xin Lim, Huiyong Zhao, Hanzhi Luo, Ninghui Mao, Young Sun Lee, Aura Agudelo Rivera, Danielle Choi, Chao Wu, Teng Han, Rodrigo Romero, Elisa de Stanchina, Brett S Carver, Qiao Wang, Maria Jasin, Charles L Sawyers"		0		N/A		10.1073/pnas.2110344118	1U54CA224079-01
publication	34357379	PMC8361460	2021	Blood Adv	FcεRIγ-negative NK cells persist in vivo and enhance efficacy of therapeutic monoclonal antibodies in multiple myeloma.	"Austin B Bigley, Shanae Spade, Nadia H Agha, Sujit Biswas, Suni Tang, Muhammad H Malik, Lu Dai, Shalaleh Masoumi, Bonell Patiño-Escobar, Martina Hale, Guy DiPierro, Ronald Martell, Byron Hann, Nina Shah, Arun P Wiita, Xinli Liu"		0		N/A		10.1182/bloodadvances.2020002440	3P30CA082103-21S9
publication	34357379	PMC8361460	2021	Blood Adv	FcεRIγ-negative NK cells persist in vivo and enhance efficacy of therapeutic monoclonal antibodies in multiple myeloma.	"Austin B Bigley, Shanae Spade, Nadia H Agha, Sujit Biswas, Suni Tang, Muhammad H Malik, Lu Dai, Shalaleh Masoumi, Bonell Patiño-Escobar, Martina Hale, Guy DiPierro, Ronald Martell, Byron Hann, Nina Shah, Arun P Wiita, Xinli Liu"		0		N/A		10.1182/bloodadvances.2020002440	3P30CA082103-21S6
publication	34359565	PMC8345144	2021	Cancers (Basel)	BRCA2 Promotes Spontaneous Homologous Recombination In Vivo.	"Adam D Brown, Scott Greenman, Alison B Claybon, Alexander J R Bishop"		0		N/A		10.3390/cancers13153663	3P30CA054174-25S2
publication	34359565	PMC8345144	2021	Cancers (Basel)	BRCA2 Promotes Spontaneous Homologous Recombination In Vivo.	"Adam D Brown, Scott Greenman, Alison B Claybon, Alexander J R Bishop"		0		N/A		10.3390/cancers13153663	3P30CA054174-25S1
publication	34359696	PMC8345151	2021	Cancers (Basel)	Deep Learning Segmentation of Triple-Negative Breast Cancer (TNBC) Patient Derived Tumor Xenograft (PDX) and Sensitivity of Radiomic Pipeline to Tumor Probability Boundary.	"Kaushik Dutta, Sudipta Roy, Timothy Daniel Whitehead, Jingqin Luo, Abhinav Kumar Jha, Shunqiang Li, James Dennis Quirk, Kooresh Isaac Shoghi"		0		N/A		10.3390/cancers13153795	1U54CA224083-01
publication	34359696	PMC8345151	2021	Cancers (Basel)	Deep Learning Segmentation of Triple-Negative Breast Cancer (TNBC) Patient Derived Tumor Xenograft (PDX) and Sensitivity of Radiomic Pipeline to Tumor Probability Boundary.	"Kaushik Dutta, Sudipta Roy, Timothy Daniel Whitehead, Jingqin Luo, Abhinav Kumar Jha, Shunqiang Li, James Dennis Quirk, Kooresh Isaac Shoghi"		0		N/A		10.3390/cancers13153795	1U2CCA233303-01
publication	34359718	PMC8345133	2021	Cancers (Basel)	Clinical Characteristics and Outcomes of Colorectal Cancer in the ColoCare Study: Differences by Age of Onset.	"Caroline Himbert, Jane C Figueiredo, David Shibata, Jennifer Ose, Tengda Lin, Lyen C Huang, Anita R Peoples, Courtney L Scaife, Bartley Pickron, Laura Lambert, Jessica N Cohan, Mary Bronner, Seth Felder, Julian Sanchez, Sophie Dessureault, Domenico Coppola, David M Hoffman, Yosef F Nasseri, Robert W Decker, Karen Zaghiyan, Zuri A Murrell, Andrew Hendifar, Jun Gong, Eiman Firoozmand, Alexandra Gangi, Beth A Moore, Kyle G Cologne, Maryliza S El-Masry, Nathan Hinkle, Justin Monroe, Matthew Mutch, Cory Bernadt, Deyali Chatterjee, Mika Sinanan, Stacey A Cohen, Ulrike Wallin, William M Grady, Paul D Lampe, Deepti Reddi, Mukta Krane, Alessandro Fichera, Ravi Moonka, Esther Herpel, Peter Schirmacher, Matthias Kloor, Magnus von Knebel-Doeberitz, Johanna Nattenmueller, Hans-Ulrich Kauczor, Eric Swanson, Jolanta Jedrzkiewicz, Stephanie L Schmit, Biljana Gigic, Alexis B Ulrich, Adetunji T Toriola, Erin M Siegel, Christopher I Li, Cornelia M Ulrich, Sheetal Hardikar"		0		N/A		10.3390/cancers13153817	3P30CA042014-31S5
publication	34360096	PMC8345400	2021	Int J Environ Res Public Health	"Exploring How Exposure to Truth and State-Sponsored Anti-Tobacco Media Campaigns Affect Smoking Disparities among Young Adults Using a National Longitudinal Dataset, 2002-2017."	"David C Colston, Yanmei Xie, James F Thrasher, Sherry Emery, Megan E Patrick, Andrea R Titus, Michael R Elliott, Nancy L Fleischer"		0		N/A		10.3390/ijerph18157803	3P30CA046592-31S8
publication	34360096	PMC8345400	2021	Int J Environ Res Public Health	"Exploring How Exposure to Truth and State-Sponsored Anti-Tobacco Media Campaigns Affect Smoking Disparities among Young Adults Using a National Longitudinal Dataset, 2002-2017."	"David C Colston, Yanmei Xie, James F Thrasher, Sherry Emery, Megan E Patrick, Andrea R Titus, Michael R Elliott, Nancy L Fleischer"		0		N/A		10.3390/ijerph18157803	3P30CA046592-31S4
